wave	rownum	serial	area	lr8	lr7	lr6	lr5	lr4	lr3	lr2	lr1	ll1	ll2	ll3	ll4	ll5	ll6	ll7	ll8
1	20	51001L	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51002M	1	3	-	-	-	1	1	1	0	-	2	1	-	-	-	-	-
1	20	51003N	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51005Q	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51006R	1	-	-	-	-	-	1	1	0	0	0	5	-	-	-	-	-
1	20	51007S	1	-	-	0	1	1	1	1	1	1	1	1	-	-	-	1	-
1	20	51008T	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51009V	1	-	-	-	1	2	1	-	-	-	-	1	2	-	-	-	-
1	20	51010W	1	-	0	-	1	0	1	1	0	1	1	1	-	0	1	1	-
1	20	51013Z	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51014A	8	-	-	-	1	1	0	0	1	0	0	0	1	1	-	-	-
1	20	51015B	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51016C	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51017D	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51018E	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51020G	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51021H	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51023K	9	-	1	-	1	1	1	0	0	0	0	0	-	-	-	0	1
1	20	51024L	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51025M	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51026N	9	1	-	-	-	6	1	0	0	0	0	1	0	0	1	-	0
1	20	51027P	9	-	-	-	-	0	0	0	0	0	0	0	1	-	-	-	-
1	20	51028Q	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51029R	16	-	-	-	-	-	1	1	1	1	1	1	-	1	-	-	-
1	20	51030S	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0
1	20	51031T	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51034X	16	-	1	1	-	1	0	1	0	0	0	0	1	-	1	-	-
1	20	51035Y	16	-	-	1	-	1	1	0	1	1	1	0	1	1	-	-	0
1	20	51036Z	16	5	-	-	-	-	1	0	0	0	0	1	1	-	-	-	-
1	20	51037A	16	-	1	1	1	1	1	1	3	1	1	1	1	1	-	1	1
1	20	51038B	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51039C	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51040D	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51041E	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51042F	17	-	1	-	1	1	1	1	-	1	1	1	-	-	-	-	-
1	20	51043G	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51044H	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51045J	17	-	-	-	-	6	1	1	1	1	1	1	1	1	-	-	-
1	20	51046K	17	-	-	-	1	1	1	-	-	-	-	1	1	1	-	-	-
1	20	51047L	17	-	-	-	-	-	2	-	-	-	-	1	-	-	-	1	-
1	20	51049N	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51050P	17	1	-	-	-	1	2	1	1	1	1	1	1	-	-	1	-
1	20	51051Q	24	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51052R	24	-	1	-	-	2	0	6	1	0	0	0	-	-	-	9	-
1	20	51053S	24	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51054T	24	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51055V	24	-	-	-	-	-	3	2	-	-	-	0	-	-	-	-	-
1	20	51056W	24	-	-	-	-	-	0	0	1	1	1	-	-	-	-	-	-
1	20	51057X	24	0	0	0	-	0	0	0	1	1	0	0	0	-	-	0	1
1	20	51058Y	25	-	-	-	-	1	1	1	0	1	1	1	1	1	-	-	-
1	20	51059Z	25	-	-	1	0	0	0	0	0	0	0	0	0	0	1	1	-
1	20	51060A	25	-	-	-	-	2	1	1	-	-	-	1	-	-	-	-	-
1	20	51061B	25	-	-	-	-	1	1	1	-	1	1	1	2	-	-	-	-
1	20	51062C	25	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51064E	25	-	-	-	-	-	2	2	-	-	1	2	-	1	-	-	-
1	20	51065F	25	-	0	0	0	0	0	0	1	0	0	0	0	-	-	1	6
1	20	51066G	25	1	-	-	1	-	-	1	0	1	-	0	1	-	-	-	-
1	20	51067H	25	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51068J	25	-	0	-	-	0	0	0	0	0	0	0	0	1	-	-	-
1	20	51070L	32	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
1	20	51071M	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51072N	32	-	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-
1	20	51073P	32	-	1	1	1	1	1	1	1	1	1	1	1	-	-	0	-
1	20	51074Q	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51075R	32	-	-	1	1	1	1	1	0	0	0	0	1	1	-	-	-
1	20	51076S	32	-	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-
1	20	51077T	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51078V	32	-	1	-	-	1	1	1	1	1	1	1	1	1	-	1	-
1	20	51079W	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51080X	32	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
1	20	51081Y	33	0	0	-	0	0	0	0	0	0	0	0	0	0	-	5	0
1	20	51082Z	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51083A	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51084B	33	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51087E	33	-	-	-	-	-	1	1	1	0	0	1	-	-	-	-	-
1	20	51088F	33	-	1	-	-	1	1	1	1	1	1	1	1	-	-	1	-
1	20	51089G	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51090H	33	-	-	-	2	0	0	0	1	1	0	1	-	1	-	0	-
1	20	51091J	33	-	-	-	-	1	0	0	0	1	1	0	1	-	-	0	-
1	20	51092K	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51093L	40	-	-	-	2	-	1	1	1	1	1	2	-	2	-	-	-
1	20	51094M	40	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-
1	20	51095N	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51096P	40	-	1	-	1	0	0	0	1	1	1	0	1	1	-	-	1
1	20	51097Q	40	-	0	-	1	0	1	0	0	0	0	0	0	1	-	1	-
1	20	51098R	40	1	1	-	-	-	1	1	-	1	1	1	1	1	-	-	1
1	20	51099S	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51100T	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-
1	20	51101V	40	1	-	1	-	1	0	0	1	1	1	1	1	1	-	1	0
1	20	51102W	40	-	-	1	1	0	0	0	0	0	0	1	1	-	-	-	-
1	20	51103X	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51104Y	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51105Z	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51107B	41	-	1	1	1	1	1	1	-	-	-	1	-	1	1	1	-
1	20	51108C	41	1	-	1	1	1	1	1	1	1	0	0	0	6	-	-	0
1	20	51109D	41	-	1	-	-	5	0	1	1	1	1	0	1	-	-	1	-
1	20	51110E	41	-	-	-	-	-	2	1	1	1	1	1	-	-	-	-	-
1	20	51111F	41	-	-	1	-	1	1	1	1	0	0	0	1	1	-	6	-
1	20	51112G	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51113H	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51114J	48	-	1	-	1	1	1	1	1	1	1	1	1	1	-	-	1
1	20	51115K	48	-	-	-	-	1	1	1	1	1	1	5	-	-	-	-	-
1	20	51116L	48	-	-	-	5	0	0	1	1	1	0	0	0	1	-	-	-
1	20	51117M	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51118N	48	-	5	-	-	1	0	0	0	1	1	1	1	5	-	1	-
1	20	51119P	48	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
1	20	51120Q	48	-	-	-	2	1	1	1	1	1	1	2	-	-	-	-	-
1	20	51121R	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51122S	49	-	-	-	-	0	0	0	0	2	0	-	0	-	-	-	0
1	20	51123T	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51125W	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51127Y	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51128Z	49	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0
1	20	51129A	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51130B	49	0	0	-	0	0	0	1	1	1	1	0	0	-	0	-	0
1	20	51131C	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51132D	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51133E	49	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-
1	20	51134F	56	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-
1	20	51135G	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51136H	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51137J	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51138K	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51139L	56	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1
1	20	51141N	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51142P	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51143Q	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51144R	57	-	-	-	1	-	1	0	0	0	2	1	-	1	-	-	-
1	20	51145S	57	-	-	-	-	-	1	1	1	1	1	1	-	-	-	1	-
1	20	51146T	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51147V	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51148W	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51149X	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51150Y	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51151Z	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51152A	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51153B	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51154C	64	-	-	-	-	-	2	-	-	-	-	1	1	1	-	-	-
1	20	51155D	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51156E	64	1	-	-	1	1	1	1	0	1	1	0	1	1	-	-	-
1	20	51158G	64	-	1	-	1	1	1	1	1	1	1	1	1	-	-	1	-
1	20	51159H	64	1	-	-	-	1	1	1	1	1	-	1	1	-	1	-	-
1	20	51160J	64	-	-	1	0	0	0	0	0	0	0	-	1	0	1	-	0
1	20	51161K	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51162L	64	1	1	1	-	-	6	-	-	-	-	2	1	1	-	-	-
1	20	51163M	64	-	-	-	-	-	5	1	0	0	0	1	5	-	-	-	-
1	20	51164N	64	-	-	1	-	0	-	1	0	1	0	0	0	5	5	-	-
1	20	51165P	64	9	0	5	-	0	0	0	1	1	0	0	0	-	0	0	0
1	20	51166Q	64	-	-	-	-	1	0	1	1	1	1	0	1	-	-	0	-
1	20	51167R	64	-	0	-	-	1	0	1	1	0	0	1	1	1	-	-	-
1	20	51168S	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51169T	65	-	-	-	-	1	0	1	-	-	-	0	3	-	-	-	-
1	20	51170V	65	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51171W	65	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-
1	20	51172X	65	-	-	-	-	1	1	-	-	-	-	0	2	-	-	-	-
1	20	51173Y	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51174Z	65	-	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-
1	20	51175A	65	-	-	1	-	1	0	0	0	0	0	0	1	-	-	-	1
1	20	51176B	65	-	0	0	0	0	0	0	5	5	0	0	5	-	0	0	0
1	20	51177C	65	-	0	1	0	1	1	0	0	0	0	0	0	1	1	-	-
1	20	51178D	65	-	0	0	0	-	0	0	-	-	-	5	-	-	-	-	0
1	20	51179E	72	0	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-
1	20	51181G	72	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	20	51182H	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51183J	72	-	-	-	-	-	6	-	-	-	-	2	-	-	-	-	-
1	20	51184K	72	-	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0
1	20	51185L	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51186M	72	-	1	-	1	1	0	1	1	1	-	0	1	5	1	0	-
1	20	51187N	72	-	0	1	0	0	0	0	0	0	0	0	0	5	-	-	-
1	20	51188P	72	0	1	-	1	1	0	1	1	1	1	0	0	0	0	0	-
1	20	51189Q	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51192T	73	1	-	-	2	1	1	1	1	1	1	1	1	1	-	-	1
1	20	51193V	73	1	1	1	1	0	1	-	-	-	0	0	0	1	1	-	-
1	20	51194W	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51195X	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51196Y	73	0	-	-	-	0	0	0	0	0	1	1	0	0	1	-	-
1	20	51197Z	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51198A	73	-	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0
1	20	51199B	73	-	-	-	5	0	0	0	1	1	1	1	1	2	-	-	-
1	20	51200C	73	-	-	-	-	-	1	1	1	1	1	1	1	1	-	-	-
1	20	51201D	73	-	0	-	1	0	0	0	0	0	0	0	0	1	-	0	-
1	20	51202E	73	-	1	-	-	1	1	1	1	1	0	0	1	-	0	0	-
1	20	51204G	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51205H	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	20	51206J	80	-	1	-	1	1	0	0	0	0	0	0	0	1	1	1	-
