wave	rownum	serial	area	lr8	lr7	lr6	lr5	lr4	lr3	lr2	lr1	ll1	ll2	ll3	ll4	ll5	ll6	ll7	ll8
1	17	51088F	33	-	0	-	-	0	0	0	0	0	0	0	0	-	-	0	-
1	17	51089G	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51090H	33	-	-	-	0	5	0	0	0	0	0	0	-	0	-	0	-
1	17	51091J	33	-	-	-	-	0	0	0	0	0	0	0	0	-	-	0	-
1	17	51092K	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51093L	40	-	-	-	3	-	0	0	0	0	0	0	-	3	-	-	-
1	17	51094M	40	-	-	-	-	-	0	-	-	-	-	0	-	-	-	-	-
1	17	51095N	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	51096P	40	-	0	-	0	0	0	0	0	0	0	0	0	0	-	-	0
1	17	51097Q	40	-	0	-	0	0	0	0	0	0	0	0	0	0	-	0	-
1	17	51098R	40	0	0	-	-	-	0	0	-	0	0	0	0	0	-	-	0
1	17	51099S	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	51100T	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-
1	17	51101V	40	0	-	5	-	0	0	0	0	0	0	0	0	0	-	0	0
1	17	51102W	40	-	-	5	0	0	0	0	0	0	0	0	0	-	-	-	-
1	17	51103X	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51104Y	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51105Z	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51107B	41	-	5	6	6	0	0	0	-	-	-	0	-	0	6	0	-
1	17	51108C	41	0	-	5	0	0	0	0	0	0	0	0	0	0	-	-	0
1	17	51109D	41	-	0	-	-	5	0	0	0	0	0	0	5	-	-	5	-
1	17	51110E	41	-	-	-	-	-	0	0	0	0	0	0	-	-	-	-	-
1	17	51111F	41	-	-	6	-	0	0	0	0	0	0	0	0	0	-	0	-
1	17	51112G	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51113H	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51114J	48	-	0	-	0	0	0	0	0	0	0	0	0	0	-	-	0
1	17	51115K	48	-	-	-	-	0	0	0	0	0	0	0	-	-	-	-	-
1	17	51116L	48	-	-	-	0	0	0	0	0	0	0	0	0	0	-	-	-
1	17	51117M	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51118N	48	-	5	-	-	0	0	0	0	0	0	0	0	0	-	0	-
1	17	51119P	48	-	-	-	0	0	0	0	0	0	0	0	0	0	-	-	-
1	17	51120Q	48	-	-	-	2	0	0	0	0	0	0	0	-	-	-	-	-
1	17	51121R	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51122S	49	-	-	-	-	0	0	0	0	0	3	-	0	-	-	-	0
1	17	51123T	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51125W	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51127Y	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51128Z	49	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0
1	17	51129A	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51130B	49	0	0	-	0	0	0	0	0	0	0	0	5	-	5	-	0
1	17	51131C	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51132D	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51133E	49	-	-	-	-	-	0	0	0	0	0	0	-	-	-	-	-
1	17	51134F	56	-	-	-	-	-	0	0	0	0	0	0	-	-	-	-	-
1	17	51135G	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51136H	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51137J	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51138K	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51139L	56	0	5	5	5	0	0	0	0	0	0	0	0	5	-	0	0
1	17	51141N	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51142P	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51143Q	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51144R	57	-	-	-	0	-	0	0	0	0	0	0	-	0	-	-	-
1	17	51145S	57	-	-	-	-	-	0	0	0	0	0	0	-	-	-	0	-
1	17	51146T	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51147V	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51148W	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51149X	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51150Y	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51151Z	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51152A	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51153B	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51154C	64	-	-	-	-	-	0	-	-	-	-	0	0	5	-	-	-
1	17	51155D	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51156E	64	0	-	-	0	0	0	0	6	0	0	0	0	0	-	-	-
1	17	51158G	64	-	0	-	0	0	0	0	0	0	0	0	0	-	-	0	-
1	17	51159H	64	0	-	-	-	0	0	0	9	0	-	0	0	-	0	-	-
1	17	51160J	64	-	-	5	0	0	0	0	0	0	0	-	0	0	5	-	5
1	17	51161K	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51162L	64	0	0	0	-	-	0	-	-	-	-	0	0	0	-	-	-
1	17	51163M	64	-	-	-	-	-	6	6	0	0	0	0	6	-	-	-	-
1	17	51164N	64	-	-	5	-	5	-	0	0	0	0	0	0	0	5	-	-
1	17	51165P	64	3	0	0	-	0	0	0	0	0	0	0	0	-	0	0	0
1	17	51166Q	64	-	-	-	-	0	0	0	0	0	0	0	0	-	-	0	-
1	17	51167R	64	-	0	-	-	0	0	0	0	0	0	0	0	0	-	-	-
1	17	51168S	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51169T	65	-	-	-	-	0	0	0	-	-	-	0	0	-	-	-	-
1	17	51170V	65	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51171W	65	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-
1	17	51172X	65	-	-	-	-	5	0	-	-	-	-	5	0	-	-	-	-
1	17	51173Y	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51174Z	65	-	0	5	0	0	0	0	0	0	0	0	0	0	0	6	-
1	17	51175A	65	-	-	5	-	5	0	0	0	0	5	0	0	-	-	-	5
1	17	51176B	65	-	6	7	0	0	0	0	0	0	0	5	0	-	5	5	0
1	17	51177C	65	-	5	0	0	0	0	0	0	0	0	0	0	0	0	-	-
1	17	51178D	65	-	6	6	6	-	5	5	-	-	-	5	-	-	-	-	5
1	17	51179E	72	5	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-
1	17	51181G	72	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	51182H	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51183J	72	-	-	-	-	-	0	-	-	-	-	0	-	-	-	-	-
1	17	51184K	72	-	0	5	6	0	0	0	0	0	0	0	0	0	6	0	0
1	17	51185L	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51186M	72	-	5	-	5	0	0	0	0	0	-	0	0	0	6	6	-
1	17	51187N	72	-	5	9	6	0	0	0	0	0	0	0	0	5	-	-	-
1	17	51188P	72	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-
1	17	51189Q	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51192T	73	0	-	-	0	0	0	0	0	0	0	0	0	0	-	-	0
1	17	51193V	73	0	5	5	0	0	0	-	-	-	0	-	-	-	0	-	-
1	17	51194W	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51195X	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51196Y	73	0	-	-	-	0	0	5	7	6	0	5	5	0	5	-	-
1	17	51197Z	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51198A	73	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51199B	73	-	-	-	5	0	0	0	0	0	0	0	0	0	-	-	-
1	17	51200C	73	-	-	-	-	-	0	0	0	0	0	0	0	0	-	-	-
1	17	51201D	73	-	0	-	0	0	0	0	0	0	0	0	0	0	-	0	-
1	17	51202E	73	-	0	-	-	0	0	0	0	0	0	0	0	-	5	0	-
1	17	51204G	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51205H	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51206J	80	-	0	-	0	0	0	0	0	6	0	0	0	0	0	0	-
1	17	51207K	80	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	-
1	17	51208L	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51209M	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51210N	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51211P	80	-	-	-	-	0	0	0	0	0	0	0	-	-	-	0	-
1	17	51212Q	80	-	-	-	5	2	0	0	0	0	0	0	-	-	-	-	-
1	17	51213R	80	-	-	-	-	0	0	0	0	0	0	0	0	-	-	-	-
1	17	51214S	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	51215T	80	-	0	-	0	0	0	0	0	0	0	0	0	-	-	-	-
1	17	51216V	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52217H	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52218J	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52219K	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52220L	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52221M	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52222N	8	0	-	-	-	0	0	0	0	0	0	0	7	-	-	0	-
1	17	52223P	8	-	-	-	0	-	2	-	-	-	0	0	0	-	-	-	-
1	17	52224Q	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52225R	9	5	-	-	0	0	0	0	0	0	0	0	0	-	-	-	0
1	17	52226S	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52227T	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	52228V	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	52230X	24	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52231Y	24	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52232Z	32	3	-	-	-	0	0	0	0	3	0	-	0	-	-	-	-
1	17	52233A	32	-	-	-	-	-	0	0	0	-	0	0	-	-	-	-	-
1	17	52234B	32	3	0	-	-	0	5	0	0	0	0	0	0	5	-	5	-
1	17	52236D	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52237E	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52238F	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52239G	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	52241J	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	52242K	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	52243L	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	17	52244M	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52245N	65	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-
1	17	52246P	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52247Q	73	-	-	-	-	0	0	0	0	0	0	0	0	-	-	-	-
1	17	52248R	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52249S	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52250T	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52251V	80	-	0	-	4	3	0	0	0	0	0	0	0	4	-	-	-
1	17	52253X	25	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	52254Y	73	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61001F	2	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61002G	2	-	-	-	-	-	0	0	0	0	2	0	-	-	-	-	-
2	17	61003H	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61005K	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61006L	2	-	-	-	0	0	0	0	0	0	0	0	5	0	-	-	-
2	17	61007M	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61008N	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61009P	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61010Q	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61012S	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61013T	7	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61014V	7	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61015W	7	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61018Z	7	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61019A	7	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61020B	7	5	-	-	0	0	0	0	0	0	0	0	0	0	-	-	0
2	17	61021C	7	5	-	5	0	0	0	0	0	0	0	0	0	0	-	-	5
2	17	61022D	10	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61023E	10	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61025G	10	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61026H	10	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61027J	10	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61028K	10	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61029L	10	-	0	-	-	0	0	0	0	0	0	0	0	0	-	0	-
2	17	61030M	10	-	-	-	5	5	0	0	0	0	0	0	0	-	-	-	-
2	17	61031N	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61032P	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61033Q	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61034R	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61035S	15	-	-	-	-	-	-	0	0	0	5	0	-	-	-	-	-
2	17	61036T	15	5	7	-	-	0	0	0	0	0	0	0	0	-	-	0	0
2	17	61037V	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61038W	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61039X	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61040Y	15	-	-	-	-	0	0	0	0	0	0	0	0	-	-	-	-
2	17	61041Z	18	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61042A	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61043B	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61044C	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61045D	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61047F	18	-	-	-	-	-	0	0	-	0	-	0	0	-	-	-	-
2	17	61049H	18	-	0	-	0	0	0	0	0	0	0	0	0	0	-	-	-
2	17	61050J	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61051K	18	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61052L	18	-	-	-	-	0	0	-	-	0	0	0	0	-	-	-	-
2	17	61053M	23	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61054N	23	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61056Q	23	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61057R	23	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61058S	23	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61059T	23	-	5	-	-	0	0	0	0	0	0	0	0	-	6	0	-
2	17	61061W	23	-	-	-	5	0	0	0	0	0	0	0	0	-	2	-	-
2	17	61063Y	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61064Z	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61067C	26	-	6	8	6	-	0	0	0	0	0	0	-	0	0	0	0
2	17	61068D	26	-	-	-	-	-	0	0	0	0	0	0	-	-	-	-	-
2	17	61069E	26	-	-	-	-	-	0	0	-	-	0	0	-	-	-	-	-
2	17	61070F	26	-	-	-	-	0	0	0	0	0	0	0	0	-	-	3	-
2	17	61071G	26	-	0	-	-	0	0	0	0	0	0	0	0	-	-	5	-
2	17	61072H	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61073J	31	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61074K	31	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61076M	31	0	-	-	-	-	6	6	7	7	7	6	6	-	-	0	-
2	17	61077N	31	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61078P	31	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61080R	31	5	-	5	-	0	0	0	0	0	0	0	0	0	-	-	-
2	17	61081S	31	0	-	-	5	0	0	0	0	0	0	0	0	3	5	-	-
2	17	61083V	34	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61084W	34	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61085X	34	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61086Y	34	-	6	-	0	0	0	0	0	0	0	0	0	0	6	-	-
2	17	61087Z	34	-	0	-	5	0	0	0	0	0	0	0	0	-	-	-	0
2	17	61088A	34	-	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-
2	17	61089B	34	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61090C	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61091D	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61094G	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61095H	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61096J	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	17	61098L	39	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	-
2	17	61101P	42	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61102Q	42	3	-	3	-	3	-	3	3	3	2	3	3	0	-	-	-
2	17	61103R	42	-	-	-	-	-	-	0	-	-	-	0	-	-	-	-	-
2	17	61104S	42	5	5	-	5	0	0	0	0	0	0	0	0	-	-	0	0
2	17	61105T	42	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61106V	47	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61107W	47	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61110Z	47	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	-
2	17	61112B	47	-	-	-	-	-	0	-	-	-	-	0	-	-	-	-	-
2	17	61113C	47	0	-	-	5	0	0	0	0	0	0	0	0	5	0	5	-
2	17	61114D	47	-	5	5	-	5	0	0	0	0	0	0	0	-	-	5	-
2	17	61115E	47	0	-	-	0	0	0	0	0	0	-	0	0	-	-	0	6
2	17	61116F	47	-	-	-	-	-	-	-	-	-	-	0	0	-	-	-	-
2	17	61117G	50	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61118H	50	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61119J	50	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61120K	50	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	61121L	50	5	0	-	0	0	0	0	0	0	0	0	0	0	-	2	0
2	17	61122M	50	0	5	-	0	0	0	0	0	0	0	0	0	0	5	5	0
